OrderID,OrderDate,Customer,City,Product,Category,Price,Quantity,Discount,PaymentMethod,OrderStatus
1047,2026-01-26,Kavya,Chennai,FoamRoller,Fitness,1400,1,0,UPI,Delivered
1048,2026-01-26,Vikram,Delhi,StudyTable,Furniture,9200,1,8,Card,Delivered
1049,2026-01-27,Nisha,Kolkata,ElectricKettle,HomeAppliances,1800,2,5,Cash,Delivered
1050,2026-01-27,Adithya,Bengaluru,WirelessCharger,Accessories,1300,2,10,UPI,Delivered
1051,2026-01-28,Adithya,Bengaluru,Laptop,Electronics,69160,1,10,UPI,Shipped
1052,2026-01-28,Rahul,Chennai,Tablet,Electronics,19740,2,12,Cash,Processing
1053,2026-01-28,Sneha,Pune,Headphones,Electronics,2716,1,15,NetBanking,Cancelled
1054,2026-01-28,Arjun,Kolkata,PowerBank,Accessories,1600,4,8,Wallet,Returned
1055,2026-01-28,Meera,Jaipur,Notebook,Stationery,124,5,0,Card,Delivered
1056,2026-01-29,Kavya,Bengaluru,Planner,Stationery,509,6,5,UPI,Delivered
1057,2026-01-29,Vikram,Chennai,Shampoo,PersonalCare,349,1,10,Cash,Delivered
1058,2026-01-29,Nisha,Pune,Serum,PersonalCare,637,2,12,NetBanking,Shipped
1059,2026-01-29,Priya,Kolkata,DeskChair,Furniture,8366,1,15,Wallet,Processing
1060,2026-01-29,Kiran,Jaipur,StudyTable,Furniture,9312,1,8,Card,Cancelled
1061,2026-01-30,Asha,Bengaluru,AirFryer,HomeAppliances,8200,3,0,UPI,Returned
1062,2026-01-30,Rohan,Chennai,ElectricKettle,HomeAppliances,1957,4,5,Cash,Delivered
1063,2026-01-30,Divya,Pune,SkippingRope,Fitness,509,1,10,NetBanking,Delivered
1064,2026-01-30,Manoj,Kolkata,WaterBottle,HomeEssentials,414,2,12,Wallet,Delivered
1065,2026-01-30,Pooja,Jaipur,Webcam,Electronics,2093,3,15,Card,Shipped
1066,2026-01-31,Sanjay,Bengaluru,Laptop,Electronics,71440,4,8,UPI,Processing
1067,2026-01-31,Neha,Chennai,Tablet,Electronics,20370,1,0,Cash,Cancelled
1068,2026-01-31,Varun,Pune,Headphones,Electronics,2800,2,5,NetBanking,Returned
1069,2026-01-31,Anita,Kolkata,PowerBank,Accessories,1648,3,10,Wallet,Delivered
1070,2026-01-31,Harish,Jaipur,Notebook,Stationery,127,2,12,Card,Delivered
1071,2026-02-01,Adithya,Bengaluru,Planner,Stationery,523,3,15,UPI,Delivered
1072,2026-02-01,Rahul,Chennai,Shampoo,PersonalCare,291,4,8,Cash,Shipped
1073,2026-02-01,Sneha,Pune,Serum,PersonalCare,658,5,0,NetBanking,Processing
1074,2026-02-01,Arjun,Kolkata,DeskChair,Furniture,8633,1,5,Wallet,Cancelled
1075,2026-02-01,Meera,Jaipur,StudyTable,Furniture,9600,1,10,Card,Returned
1076,2026-02-02,Kavya,Bengaluru,AirFryer,HomeAppliances,8446,2,12,UPI,Delivered
1077,2026-02-02,Vikram,Chennai,ElectricKettle,HomeAppliances,2014,3,15,Cash,Delivered
1078,2026-02-02,Nisha,Pune,SkippingRope,Fitness,523,4,8,NetBanking,Delivered
1079,2026-02-02,Priya,Kolkata,WaterBottle,HomeEssentials,346,1,0,Wallet,Shipped
1080,2026-02-02,Kiran,Jaipur,Webcam,Electronics,2162,2,5,Card,Processing
1081,2026-02-03,Asha,Bengaluru,Laptop,Electronics,73720,1,10,UPI,Cancelled
1082,2026-02-03,Rohan,Chennai,Tablet,Electronics,21000,4,12,Cash,Returned
1083,2026-02-03,Divya,Pune,Headphones,Electronics,2884,1,15,NetBanking,Delivered
1084,2026-02-03,Manoj,Kolkata,PowerBank,Accessories,1696,2,8,Wallet,Delivered
1085,2026-02-03,Pooja,Jaipur,Notebook,Stationery,131,5,0,Card,Delivered
1086,2026-02-04,Sanjay,Bengaluru,Planner,Stationery,437,6,5,UPI,Shipped
1087,2026-02-04,Neha,Chennai,Shampoo,PersonalCare,301,1,10,Cash,Processing
1088,2026-02-04,Varun,Pune,Serum,PersonalCare,679,1,12,NetBanking,Cancelled
1089,2026-02-04,Anita,Kolkata,DeskChair,Furniture,8900,3,15,Wallet,Returned
1090,2026-02-04,Harish,Jaipur,StudyTable,Furniture,9888,4,8,Card,Delivered
1091,2026-02-05,Adithya,Bengaluru,AirFryer,HomeAppliances,8692,1,0,UPI,Delivered
1092,2026-02-05,Rahul,Chennai,ElectricKettle,HomeAppliances,2071,2,5,Cash,Delivered
1093,2026-02-05,Sneha,Pune,SkippingRope,Fitness,437,3,10,NetBanking,Shipped
1094,2026-02-05,Arjun,Kolkata,WaterBottle,HomeEssentials,357,4,12,Wallet,Processing
1095,2026-02-05,Meera,Jaipur,Webcam,Electronics,2231,1,15,Card,Cancelled
1096,2026-02-06,Kavya,Bengaluru,Laptop,Electronics,76000,2,8,UPI,Returned
1097,2026-02-06,Vikram,Chennai,Tablet,Electronics,21630,3,0,Cash,Delivered
1098,2026-02-06,Nisha,Pune,Headphones,Electronics,2968,4,5,NetBanking,Delivered
1099,2026-02-06,Priya,Kolkata,PowerBank,Accessories,1744,1,10,Wallet,Delivered
1100,2026-02-06,Kiran,Jaipur,Notebook,Stationery,109,2,12,Card,Shipped
1101,2026-02-07,Asha,Bengaluru,Planner,Stationery,451,3,15,UPI,Processing
1102,2026-02-07,Rohan,Chennai,Shampoo,PersonalCare,310,1,8,Cash,Cancelled
1103,2026-02-07,Divya,Pune,Serum,PersonalCare,700,5,0,NetBanking,Returned
1104,2026-02-07,Manoj,Kolkata,DeskChair,Furniture,9167,2,5,Wallet,Delivered
1105,2026-02-07,Pooja,Jaipur,StudyTable,Furniture,10176,3,10,Card,Delivered
1106,2026-02-08,Sanjay,Bengaluru,AirFryer,HomeAppliances,8938,4,12,UPI,Delivered
1107,2026-02-08,Neha,Chennai,ElectricKettle,HomeAppliances,1729,1,15,Cash,Shipped
1108,2026-02-08,Varun,Pune,SkippingRope,Fitness,451,2,8,NetBanking,Processing
1109,2026-02-08,Anita,Kolkata,WaterBottle,HomeEssentials,369,1,0,Wallet,Cancelled
1110,2026-02-08,Harish,Jaipur,Webcam,Electronics,2300,4,5,Card,Returned
1111,2026-02-09,Adithya,Bengaluru,Laptop,Electronics,78280,1,10,UPI,Delivered
1112,2026-02-09,Rahul,Chennai,Tablet,Electronics,22260,2,12,Cash,Delivered
1113,2026-02-09,Sneha,Pune,Headphones,Electronics,3052,3,15,NetBanking,Delivered
1114,2026-02-09,Arjun,Kolkata,PowerBank,Accessories,1456,4,8,Wallet,Shipped
1115,2026-02-09,Meera,Jaipur,Notebook,Stationery,113,5,0,Card,Processing
1116,2026-02-10,Kavya,Bengaluru,Planner,Stationery,466,1,5,UPI,Cancelled
1117,2026-02-10,Vikram,Chennai,Shampoo,PersonalCare,320,1,10,Cash,Returned
1118,2026-02-10,Nisha,Pune,Serum,PersonalCare,721,2,12,NetBanking,Delivered
1119,2026-02-10,Priya,Kolkata,DeskChair,Furniture,9434,1,15,Wallet,Delivered
1120,2026-02-10,Kiran,Jaipur,StudyTable,Furniture,10464,2,8,Card,Delivered
1121,2026-02-11,Asha,Bengaluru,AirFryer,HomeAppliances,7462,3,0,UPI,Shipped
1122,2026-02-11,Rohan,Chennai,ElectricKettle,HomeAppliances,1786,4,5,Cash,Processing
1123,2026-02-11,Divya,Pune,SkippingRope,Fitness,466,1,10,NetBanking,Cancelled
1124,2026-02-11,Manoj,Kolkata,WaterBottle,HomeEssentials,380,2,12,Wallet,Returned
1125,2026-02-11,Pooja,Jaipur,Webcam,Electronics,2369,3,15,Card,Delivered
1126,2026-02-12,Sanjay,Bengaluru,Laptop,Electronics,80560,4,8,UPI,Delivered
1127,2026-02-12,Neha,Chennai,Tablet,Electronics,22890,1,0,Cash,Delivered
1128,2026-02-12,Varun,Pune,Headphones,Electronics,2548,2,5,NetBanking,Shipped
1129,2026-02-12,Anita,Kolkata,PowerBank,Accessories,1504,3,10,Wallet,Processing
1130,2026-02-12,Harish,Jaipur,Notebook,Stationery,116,1,12,Card,Cancelled
1131,2026-02-13,Adithya,Bengaluru,Planner,Stationery,480,3,15,UPI,Returned
1132,2026-02-13,Rahul,Chennai,Shampoo,PersonalCare,330,4,8,Cash,Delivered
1133,2026-02-13,Sneha,Pune,Serum,PersonalCare,742,5,0,NetBanking,Delivered
1134,2026-02-13,Arjun,Kolkata,DeskChair,Furniture,9701,4,5,Wallet,Delivered
1135,2026-02-13,Meera,Jaipur,StudyTable,Furniture,8736,1,10,Card,Shipped
1136,2026-02-14,Kavya,Bengaluru,AirFryer,HomeAppliances,7708,2,12,UPI,Processing
1137,2026-02-14,Vikram,Chennai,ElectricKettle,HomeAppliances,1843,1,15,Cash,Cancelled
1138,2026-02-14,Nisha,Pune,SkippingRope,Fitness,480,4,8,NetBanking,Returned
1139,2026-02-14,Priya,Kolkata,WaterBottle,HomeEssentials,391,1,0,Wallet,Delivered
1140,2026-02-14,Kiran,Jaipur,Webcam,Electronics,2438,2,5,Card,Delivered
1141,2026-02-15,Asha,Bengaluru,Laptop,Electronics,82840,3,10,UPI,Delivered
1142,2026-02-15,Rohan,Chennai,Tablet,Electronics,19110,4,12,Cash,Shipped
1143,2026-02-15,Divya,Pune,Headphones,Electronics,2632,1,15,NetBanking,Processing
1144,2026-02-15,Manoj,Kolkata,PowerBank,Accessories,1552,1,8,Wallet,Cancelled
1145,2026-02-15,Pooja,Jaipur,Notebook,Stationery,120,5,0,Card,Returned
1146,2026-02-16,Sanjay,Bengaluru,Planner,Stationery,494,6,5,UPI,Delivered
1147,2026-02-16,Neha,Chennai,Shampoo,PersonalCare,339,1,10,Cash,Delivered
1148,2026-02-16,Varun,Pune,Serum,PersonalCare,763,2,12,NetBanking,Delivered
1149,2026-02-16,Anita,Kolkata,DeskChair,Furniture,8099,3,15,Wallet,Shipped
1150,2026-02-16,Harish,Jaipur,StudyTable,Furniture,9024,4,8,Card,Processing
1151,2026-02-17,Adithya,Bengaluru,AirFryer,HomeAppliances,7954,1,0,UPI,Cancelled
1152,2026-02-17,Rahul,Chennai,ElectricKettle,HomeAppliances,1900,2,5,Cash,Returned
1153,2026-02-17,Sneha,Pune,SkippingRope,Fitness,494,3,10,NetBanking,Delivered
1154,2026-02-17,Arjun,Kolkata,WaterBottle,HomeEssentials,403,4,12,Wallet,Delivered
1155,2026-02-17,Meera,Jaipur,Webcam,Electronics,2507,1,15,Card,Delivered
1156,2026-02-18,Kavya,Bengaluru,Laptop,Electronics,69160,2,8,UPI,Shipped
1157,2026-02-18,Vikram,Chennai,Tablet,Electronics,19740,3,0,Cash,Processing
1158,2026-02-18,Nisha,Pune,Headphones,Electronics,2716,1,5,NetBanking,Cancelled
1159,2026-02-18,Priya,Kolkata,PowerBank,Accessories,1600,1,10,Wallet,Returned
1160,2026-02-18,Kiran,Jaipur,Notebook,Stationery,124,2,12,Card,Delivered
1161,2026-02-19,Asha,Bengaluru,Planner,Stationery,509,3,15,UPI,Delivered
1162,2026-02-19,Rohan,Chennai,Shampoo,PersonalCare,349,4,8,Cash,Delivered
1163,2026-02-19,Divya,Pune,Serum,PersonalCare,637,5,0,NetBanking,Shipped
1164,2026-02-19,Manoj,Kolkata,DeskChair,Furniture,8366,2,5,Wallet,Processing
1165,2026-02-19,Pooja,Jaipur,StudyTable,Furniture,9312,1,10,Card,Cancelled
1166,2026-02-20,Sanjay,Bengaluru,AirFryer,HomeAppliances,8200,4,12,UPI,Returned
1167,2026-02-20,Neha,Chennai,ElectricKettle,HomeAppliances,1957,1,15,Cash,Delivered
1168,2026-02-20,Varun,Pune,SkippingRope,Fitness,509,2,8,NetBanking,Delivered
1169,2026-02-20,Anita,Kolkata,WaterBottle,HomeEssentials,414,3,0,Wallet,Delivered
1170,2026-02-20,Harish,Jaipur,Webcam,Electronics,2093,4,5,Card,Shipped
1171,2026-02-21,Adithya,Bengaluru,Laptop,Electronics,71440,1,10,UPI,Processing
1172,2026-02-21,Rahul,Chennai,Tablet,Electronics,20370,1,12,Cash,Cancelled
1173,2026-02-21,Sneha,Pune,Headphones,Electronics,2800,3,15,NetBanking,Returned
1174,2026-02-21,Arjun,Kolkata,PowerBank,Accessories,1648,4,8,Wallet,Delivered
1175,2026-02-21,Meera,Jaipur,Notebook,Stationery,127,5,0,Card,Delivered
1176,2026-02-22,Kavya,Bengaluru,Planner,Stationery,523,6,5,UPI,Delivered
1177,2026-02-22,Vikram,Chennai,Shampoo,PersonalCare,291,1,10,Cash,Shipped
1178,2026-02-22,Nisha,Pune,Serum,PersonalCare,658,2,12,NetBanking,Processing
1179,2026-02-22,Priya,Kolkata,DeskChair,Furniture,8633,1,15,Wallet,Cancelled
1180,2026-02-22,Kiran,Jaipur,StudyTable,Furniture,9600,2,8,Card,Returned
1181,2026-02-23,Asha,Bengaluru,AirFryer,HomeAppliances,8446,3,0,UPI,Delivered
1182,2026-02-23,Rohan,Chennai,ElectricKettle,HomeAppliances,2014,4,5,Cash,Delivered
1183,2026-02-23,Divya,Pune,SkippingRope,Fitness,523,1,10,NetBanking,Delivered
1184,2026-02-23,Manoj,Kolkata,WaterBottle,HomeEssentials,346,2,12,Wallet,Shipped
1185,2026-02-23,Pooja,Jaipur,Webcam,Electronics,2162,3,15,Card,Processing
1186,2026-02-24,Sanjay,Bengaluru,Laptop,Electronics,73720,1,8,UPI,Cancelled
1187,2026-02-24,Neha,Chennai,Tablet,Electronics,21000,1,0,Cash,Returned
1188,2026-02-24,Varun,Pune,Headphones,Electronics,2884,2,5,NetBanking,Delivered
1189,2026-02-24,Anita,Kolkata,PowerBank,Accessories,1696,3,10,Wallet,Delivered
1190,2026-02-24,Harish,Jaipur,Notebook,Stationery,131,2,12,Card,Delivered
1191,2026-02-25,Adithya,Bengaluru,Planner,Stationery,437,3,15,UPI,Shipped
1192,2026-02-25,Rahul,Chennai,Shampoo,PersonalCare,301,4,8,Cash,Processing
1193,2026-02-25,Sneha,Pune,Serum,PersonalCare,679,1,0,NetBanking,Cancelled
1194,2026-02-25,Arjun,Kolkata,DeskChair,Furniture,8900,4,5,Wallet,Returned
1195,2026-02-25,Meera,Jaipur,StudyTable,Furniture,9888,1,10,Card,Delivered
1196,2026-02-26,Kavya,Bengaluru,AirFryer,HomeAppliances,8692,2,12,UPI,Delivered
1197,2026-02-26,Vikram,Chennai,ElectricKettle,HomeAppliances,2071,3,15,Cash,Delivered
1198,2026-02-26,Nisha,Pune,SkippingRope,Fitness,437,4,8,NetBanking,Shipped
1199,2026-02-26,Priya,Kolkata,WaterBottle,HomeEssentials,357,1,0,Wallet,Processing
1200,2026-02-26,Kiran,Jaipur,Webcam,Electronics,2231,1,5,Card,Cancelled
1201,2026-02-27,Asha,Bengaluru,Laptop,Electronics,76000,3,10,UPI,Returned
1202,2026-02-27,Rohan,Chennai,Tablet,Electronics,21630,4,12,Cash,Delivered
1203,2026-02-27,Divya,Pune,Headphones,Electronics,2968,1,15,NetBanking,Delivered
1204,2026-02-27,Manoj,Kolkata,PowerBank,Accessories,1744,2,8,Wallet,Delivered
1205,2026-02-27,Pooja,Jaipur,Notebook,Stationery,109,5,0,Card,Shipped
1206,2026-02-28,Sanjay,Bengaluru,Planner,Stationery,451,6,5,UPI,Processing
1207,2026-02-28,Neha,Chennai,Shampoo,PersonalCare,310,1,10,Cash,Cancelled
1208,2026-02-28,Varun,Pune,Serum,PersonalCare,700,2,12,NetBanking,Returned
1209,2026-02-28,Anita,Kolkata,DeskChair,Furniture,9167,3,15,Wallet,Delivered
1210,2026-02-28,Harish,Jaipur,StudyTable,Furniture,10176,4,8,Card,Delivered
1211,2026-03-01,Adithya,Bengaluru,AirFryer,HomeAppliances,8938,1,0,UPI,Delivered
1212,2026-03-01,Rahul,Chennai,ElectricKettle,HomeAppliances,1729,2,5,Cash,Shipped
1213,2026-03-01,Sneha,Pune,SkippingRope,Fitness,451,3,10,NetBanking,Processing
1214,2026-03-01,Arjun,Kolkata,WaterBottle,HomeEssentials,369,1,12,Wallet,Cancelled
1215,2026-03-01,Meera,Jaipur,Webcam,Electronics,2300,1,15,Card,Returned
1216,2026-03-02,Kavya,Bengaluru,Laptop,Electronics,78280,2,8,UPI,Delivered
1217,2026-03-02,Vikram,Chennai,Tablet,Electronics,22260,3,0,Cash,Delivered
1218,2026-03-02,Nisha,Pune,Headphones,Electronics,3052,4,5,NetBanking,Delivered
1219,2026-03-02,Priya,Kolkata,PowerBank,Accessories,1456,1,10,Wallet,Shipped
1220,2026-03-02,Kiran,Jaipur,Notebook,Stationery,113,2,12,Card,Processing
1221,2026-03-03,Asha,Bengaluru,Planner,Stationery,466,1,15,UPI,Cancelled
1222,2026-03-03,Rohan,Chennai,Shampoo,PersonalCare,320,4,8,Cash,Returned
1223,2026-03-03,Divya,Pune,Serum,PersonalCare,721,5,0,NetBanking,Delivered
1224,2026-03-03,Manoj,Kolkata,DeskChair,Furniture,9434,2,5,Wallet,Delivered
1225,2026-03-03,Pooja,Jaipur,StudyTable,Furniture,10464,3,10,Card,Delivered
1226,2026-03-04,Sanjay,Bengaluru,AirFryer,HomeAppliances,7462,4,12,UPI,Shipped
1227,2026-03-04,Neha,Chennai,ElectricKettle,HomeAppliances,1786,1,15,Cash,Processing
1228,2026-03-04,Varun,Pune,SkippingRope,Fitness,466,1,8,NetBanking,Cancelled
1229,2026-03-04,Anita,Kolkata,WaterBottle,HomeEssentials,380,3,0,Wallet,Returned
1230,2026-03-04,Harish,Jaipur,Webcam,Electronics,2369,4,5,Card,Delivered
1231,2026-03-05,Adithya,Bengaluru,Laptop,Electronics,80560,1,10,UPI,Delivered
1232,2026-03-05,Rahul,Chennai,Tablet,Electronics,22890,2,12,Cash,Delivered
1233,2026-03-05,Sneha,Pune,Headphones,Electronics,2548,3,15,NetBanking,Shipped
1234,2026-03-05,Arjun,Kolkata,PowerBank,Accessories,1504,4,8,Wallet,Processing
1235,2026-03-05,Meera,Jaipur,Notebook,Stationery,116,1,0,Card,Cancelled
1236,2026-03-06,Kavya,Bengaluru,Planner,Stationery,480,6,5,UPI,Returned
1237,2026-03-06,Vikram,Chennai,Shampoo,PersonalCare,330,1,10,Cash,Delivered
1238,2026-03-06,Nisha,Pune,Serum,PersonalCare,742,2,12,NetBanking,Delivered
1239,2026-03-06,Priya,Kolkata,DeskChair,Furniture,9701,1,15,Wallet,Delivered
1240,2026-03-06,Kiran,Jaipur,StudyTable,Furniture,8736,2,8,Card,Shipped
1241,2026-03-07,Asha,Bengaluru,AirFryer,HomeAppliances,7708,3,0,UPI,Processing
1242,2026-03-07,Rohan,Chennai,ElectricKettle,HomeAppliances,1843,1,5,Cash,Cancelled
1243,2026-03-07,Divya,Pune,SkippingRope,Fitness,480,1,10,NetBanking,Returned
1244,2026-03-07,Manoj,Kolkata,WaterBottle,HomeEssentials,391,2,12,Wallet,Delivered
1245,2026-03-07,Pooja,Jaipur,Webcam,Electronics,2438,3,15,Card,Delivered
1246,2026-03-08,Sanjay,Bengaluru,Laptop,Electronics,82840,4,8,UPI,Delivered
1247,2026-03-08,Neha,Chennai,Tablet,Electronics,19110,1,0,Cash,Shipped
1248,2026-03-08,Varun,Pune,Headphones,Electronics,2632,2,5,NetBanking,Processing
1249,2026-03-08,Anita,Kolkata,PowerBank,Accessories,1552,1,10,Wallet,Cancelled
1250,2026-03-08,Harish,Jaipur,Notebook,Stationery,120,2,12,Card,Returned
1251,2026-03-09,Adithya,Bengaluru,Planner,Stationery,494,3,15,UPI,Delivered
1252,2026-03-09,Rahul,Chennai,Shampoo,PersonalCare,339,4,8,Cash,Delivered
1253,2026-03-09,Sneha,Pune,Serum,PersonalCare,763,5,0,NetBanking,Delivered
1254,2026-03-09,Arjun,Kolkata,DeskChair,Furniture,8099,4,5,Wallet,Shipped
1255,2026-03-09,Meera,Jaipur,StudyTable,Furniture,9024,1,10,Card,Processing
1256,2026-03-10,Kavya,Bengaluru,AirFryer,HomeAppliances,7954,1,12,UPI,Cancelled
1257,2026-03-10,Vikram,Chennai,ElectricKettle,HomeAppliances,1900,3,15,Cash,Returned
1258,2026-03-10,Nisha,Pune,SkippingRope,Fitness,494,4,8,NetBanking,Delivered
1259,2026-03-10,Priya,Kolkata,WaterBottle,HomeEssentials,403,1,0,Wallet,Delivered
1260,2026-03-10,Kiran,Jaipur,Webcam,Electronics,2507,2,5,Card,Delivered
1261,2026-03-11,Asha,Bengaluru,Laptop,Electronics,69160,3,10,UPI,Shipped
1262,2026-03-11,Rohan,Chennai,Tablet,Electronics,19740,4,12,Cash,Processing
1263,2026-03-11,Divya,Pune,Headphones,Electronics,2716,1,15,NetBanking,Cancelled
1264,2026-03-11,Manoj,Kolkata,PowerBank,Accessories,1600,2,8,Wallet,Returned
1265,2026-03-11,Pooja,Jaipur,Notebook,Stationery,124,5,0,Card,Delivered
1266,2026-03-12,Sanjay,Bengaluru,Planner,Stationery,509,6,5,UPI,Delivered
1267,2026-03-12,Neha,Chennai,Shampoo,PersonalCare,349,1,10,Cash,Delivered
1268,2026-03-12,Varun,Pune,Serum,PersonalCare,637,2,12,NetBanking,Shipped
1269,2026-03-12,Anita,Kolkata,DeskChair,Furniture,8366,3,15,Wallet,Processing
1270,2026-03-12,Harish,Jaipur,StudyTable,Furniture,9312,1,8,Card,Cancelled
1271,2026-03-13,Adithya,Bengaluru,AirFryer,HomeAppliances,8200,1,0,UPI,Returned
1272,2026-03-13,Rahul,Chennai,ElectricKettle,HomeAppliances,1957,2,5,Cash,Delivered
1273,2026-03-13,Sneha,Pune,SkippingRope,Fitness,509,3,10,NetBanking,Delivered
1274,2026-03-13,Arjun,Kolkata,WaterBottle,HomeEssentials,414,4,12,Wallet,Delivered
1275,2026-03-13,Meera,Jaipur,Webcam,Electronics,2093,1,15,Card,Shipped
1276,2026-03-14,Kavya,Bengaluru,Laptop,Electronics,71440,2,8,UPI,Processing
1277,2026-03-14,Vikram,Chennai,Tablet,Electronics,20370,1,0,Cash,Cancelled
1278,2026-03-14,Nisha,Pune,Headphones,Electronics,2800,4,5,NetBanking,Returned
1279,2026-03-14,Priya,Kolkata,PowerBank,Accessories,1648,1,10,Wallet,Delivered
1280,2026-03-14,Kiran,Jaipur,Notebook,Stationery,127,2,12,Card,Delivered
1281,2026-03-15,Asha,Bengaluru,Planner,Stationery,523,3,15,UPI,Delivered
1282,2026-03-15,Rohan,Chennai,Shampoo,PersonalCare,291,4,8,Cash,Shipped
1283,2026-03-15,Divya,Pune,Serum,PersonalCare,658,5,0,NetBanking,Processing
1284,2026-03-15,Manoj,Kolkata,DeskChair,Furniture,8633,1,5,Wallet,Cancelled
1285,2026-03-15,Pooja,Jaipur,StudyTable,Furniture,9600,3,10,Card,Returned
1286,2026-03-16,Sanjay,Bengaluru,AirFryer,HomeAppliances,8446,4,12,UPI,Delivered
1287,2026-03-16,Neha,Chennai,ElectricKettle,HomeAppliances,2014,1,15,Cash,Delivered
1288,2026-03-16,Varun,Pune,SkippingRope,Fitness,523,2,8,NetBanking,Delivered
1289,2026-03-16,Anita,Kolkata,WaterBottle,HomeEssentials,346,3,0,Wallet,Shipped
1290,2026-03-16,Harish,Jaipur,Webcam,Electronics,2162,4,5,Card,Processing
1291,2026-03-17,Adithya,Bengaluru,Laptop,Electronics,73720,1,10,UPI,Cancelled
